timestamp,title,article,url,company,category,reporter
1654840380.0,陳致中證實「母親吳淑珍確診」:祈求老天保佑平安,"前總統陳水扁之子、民進黨高雄市議員陳致中10日表示,母親吳淑珍晚間PCR確診,出現發燒、喉嚨痛症狀,已服藥治療,但由於是脊髓損傷患者,讓他不禁感到擔心,「祈求老天保佑平安」。 事實上在一周前,前總統陳水扁也快篩陽性,透過視訊就診,後續按醫囑服藥,目前仍持續在家休養。 當時陳致中也證實,父親平日會出門,也會有友人拜訪,暫時無法確定從何處感染,但染疫後出現咳嗽及喉嚨痛症狀,所幸沒發燒。",https://www.ettoday.net/news/20220610/2270446.htm,東森,政治,柯沛辰
1654838700.0,有權有功就給中央 有責有過甩鍋地方,"●陳偉杰 /新北市議員 台灣Omicron疫情的死亡數屢破新高,根據統計台灣疫情死亡數每13天就倍翻,死亡率已突破千分之1.05,死亡速度高居世界第二。在疫情如此嚴重情況下,尚不見政府尋求疫情減輕之道,只見國內因恩恩議題陷入中央地方爭議。民進黨民代、媒體、名嘴全力圍剿新北市長侯友宜,中央也以1922為外包經營無公權力為由進行切割。新北市議員陳偉杰批評,地方按中央的命令、中央的SOP來進行,結果是「有權有功就給中央、有責有過甩鍋地方」,完全沒有擔當! 陳偉杰指出,目前地方通報流程皆按中央SOP來進行,指揮中心在每回記者會或在說明上都會以1922為優先。從110年開始,居隔者如有就醫需求,就會依照指揮中心的指示,打給1922或衛生局請他們來安排,居隔民眾若直接打給119還會被退件。陳偉杰強烈質疑,如今橫向聯繫出問題,就算1922是外包沒有公權力,難道中央這個發包單位就完全沒責任嗎? 陳偉杰再指出,去年11月26日桃園有居隔民眾感到背部如刀割般刺痛,打電話給119,桃園119還是請他打給1922,接著1922就是一連串的安排防疫計程車、醫院,結果緊急就醫後發現是「主動脈剝離」,差點就錯失救命時機。陳偉杰批評,民眾從Google搜尋就能得到很多案例,案例中最後的安排單位幾乎都是1922,它怎能有權無責? 陳偉杰表示,直到今年3月27日,指揮官陳時中還一再強調,居家檢疫、隔離者有就醫需求,就一定要打給1922或衛生局,請他們安排。到了4月10日,指揮中心還做了圖卡,告訴所有接到居隔通知的民眾,若有無法返回隔離地,需車輛或就近隔離等問題,就打1922或衛生局。陳偉杰說,中央一再以1922為優先,養成民眾撥打1922的習慣,現在說它只是諮詢服務中心,根本就是不想負責。 陳偉杰強調,1922明明就是一個可以派車、聯繫醫院、安排防疫旅館及隔離所的疫情專線,就連民進黨執政的桃園119都請隔離者打給1922。如今拖了人家143分鐘後,被發現橫向聯繫出問題,陳時中就立刻改口,把1922從「決定安排者」秒變一個「不具公權力的疫情通報及諮詢服務中心」,這不是甩鍋是什麼? 陳偉杰提到,如今雖然每日確診數有下降趨勢,但中重症及死亡數卻不斷攀升,死亡速度已是世界第二,果真是世界追不上我們!民眾看不見執政黨努力尋求減輕疫情之道,只見綠營民代、媒體、名嘴和網軍陷入政治鬥爭泥沼,緊抓恩恩議題進行政治操作攻擊新北市。陳偉杰不滿地批評,從未見過綠營地方民代在疫情中為民眾向中央喉舌,只見他們頻頻協助中央來扯地方後腿,胳膊往外彎何其可惡! 陳偉杰表示,自去年疫情爆發缺疫苗開始,到日前「#快篩陽就確診」措施的拖延,中央一連串的落後部署導致延誤疫情就從未向民眾道歉過。今天爭議的關鍵是在1922橫向聯繫出了問題,就應該徹底檢討通報流程,並承認錯誤正式以中央名義向民眾道歉,不要只想著如何「圍魏救趙」,轉移防疫不力的焦點。陳偉杰批評中央,找綠營民代、媒體當側翼,別以為民眾看不出來,如果問題沒解決,事件還是會一再發生,請民進黨政府停止鬥爭,認真設法保護民眾生命安全,解決目前死亡率的問題,不要一再「有事侯友宜,無事陳時中」了。",https://www.ettoday.net/news/20220610/2270433.htm,東森,政治,
1654837200.0,加速爭取加入CPTPP 跨黨派立委致函加拿大參眾兩院,"台灣申請加入「跨太平洋夥伴全面進步協定」(CPTPP)已近9個月,目前入會進度仍未明朗。為了加速爭取會員國支持,立法院推動台灣加入CPTPP策進會會長邱志偉及跨黨派成員今(10日)聯名致函加拿大參眾議院議長,希望在台加關係升溫之際,加國能對於台灣入會案給予更明確支持。 參與聯名的跨黨派委員包括:民進黨立委許智傑、鍾佳濱、賴惠員、郭國文,無黨籍立委林昶佐、時代力量立委邱顯智,以及民眾黨立委邱臣遠。 邱志偉表示,前陣子大家較關注印太經濟架構(IPEF)及21世紀台美貿易倡議,對於CPTPP的關注度減低,然而IPEF與CPTPP並非競合關係,兩個機制創造的效果跟處理的問題屬於不同層面,兩者無法互相取代,因此,當各界聚焦在為什麼台灣非印太經濟架構的首輪成員國時,切勿忽略我國努力非常久的CPTPP,反而應更加聚焦在「爭取個別成員國對台灣的支持」。 邱志偉認為,聯名致函是展現我方誠意的第一步,也是國會外交重要一環,策進會從去年9月成立以來已三度致函CPTPP成員國:包含日本首相岸田文雄、新加坡總理李顯龍及祕魯國會議長阿爾芭。這次第四度致函選擇加拿大,是看到今年台加關係升溫的兩個重要跡象:一為近期加拿大從行政到立法部門、不分黨派支持台灣加入國際組織的聲浪高漲,二為今年初我國與加國共同宣布啟動「投資促進及保障協定」(FIPA)探索性討論(exploratory discussions),「挺台力道加上投資協定的雙重鑰匙,此時為加拿大帶著台灣開啟CPTPP大門的最佳時機。」 邱志偉特別提到,這次致函也同時副本給加台國會友誼小組主席史葛洛(Judy Sgro)。主要是因4年前曾結下這個緣分,當時自由黨聯邦眾議員史葛洛(Judy Sgro)見到時任貿易部長沈潘與經濟部長沈榮津通話後,便與多位聯邦眾議員致函加拿大政府,呼籲儘速與台灣啟動投資保障協議(FIPA)諮商,且公開支持台灣參與世界衛生大會(WHA)。 邱志偉感嘆的說,FIPA四年前種下的種子,如今開花結果,身為立法院推動台灣加入CPTPP策進會會長,他也希望透過積極主動致函,落實國會外交。為爭取成員國支持台灣入會盡一份心力,讓台灣加入CPTPP也能早日結下甜美果實。",https://www.ettoday.net/news/20220610/2270362.htm,東森,政治,呂晏慈
1654836480.0,蔡英文:貿易投資合作仍是台灣與國際抵禦威權主義的關鍵,"總統蔡英文10日以視訊方式出席「哥本哈根民主高峰會」(Copenhagen Democracy Summit),並以「台灣:全球民主聯盟不可或缺的夥伴」為題發表視訊演說。蔡強調,貿易投資合作仍將是台灣與國際共同抵禦威權主義的關鍵支柱;台灣在建立安全的全球供應鏈上,扮演重要角色,在各種關鍵產業領域,台灣也已經準備好成為歐洲不可或缺的夥伴。 蔡英文表示,台灣非常樂意分享對抗威權勢力的經驗,也已經準備好深化與理念相近國家在所有共享利益領域的合作,共同捍衛民主世界的秩序及維持區域和平安全。儘管威脅與日俱增,台灣和烏克蘭一樣,不會屈服於壓力,我們決心捍衛我們的國家和民主的生活方式。 蔡英文指出,貿易投資合作仍將是我們共同抵禦及因應威權主義的關鍵支柱。台灣的高科技領域,在建立安全的全球供應鏈上可扮演重要角色;在各種關鍵產業領域,台灣也已經準備好成為歐洲不可或缺的夥伴。 總統演說內容為: 首先,我要感謝拉斯穆森(Anders Fogh Rasmussen)創辦人今年再度邀請我在這個重要的民主倡議人士聚會中致詞,我要對您長期支持台灣,以及我們的民主生活方式表達感謝。 我也很高興今年有台灣的公民社會成員與立法委員赴哥本哈根共襄盛舉,希望他們能與大家見面,分享身為我們民主前線捍衛者的經驗。 隨著我們邁向經濟復甦及後疫情時代,有些重要的議題與挑戰,需要大家共同關注與努力。 我們必須攜手合作,以回應以下關鍵問題: 民主國家該如何團結,以遏止威權主義浪潮? 如何建立涵蓋公民及政治、商業、媒體和公民社會領袖的聯盟,以重振民主制度,並保護我們得來不易的自由? 如何運用科技,以協助與保衛民主國家及其倡議者? 很高興看到今年的哥本哈根民主高峰會致力促進民主國家的代表與民主倡議者,就這些及時且重要的議題展開討論。 過去一年,我們看到台灣與歐盟會員國之間的支持與夥伴關係蓬勃發展,這是奠基於我們共享的民主與自由價值。 就在上個月,數個歐盟會員國發聲支持台灣參加世界衛生大會,我想藉此機會,對各位的支持表達感謝。對於我們政府與幾個歐洲國家,為鞏固日益密切的夥伴關係所做的共同努力,我也深受鼓舞。 對我們的朋友而言,與台灣交往,並非沒有壓力,有些甚至遭受經濟脅迫,然而,他們絲毫不畏懼,勇敢頂住威權主義的壓力,這些行動深深感動台灣人民。 威脅和脅迫都不會動搖我們走向世界的決心。台灣及其人民已準備好強化與歐洲及全球民主國家在所有共享利益領域的合作。 台灣不斷致力對抗威權勢力,因為擁抱民主是我們的核心價值。民主或許不完美,但已成為台灣人民認同中不容妥協的一部分。 這份決心讓台灣得以迎擊挑戰,也築成一道防火牆,防止內外勢力試圖破壞我們的民主體制。 我們非常樂意分享對抗威權勢力的經驗,也已經準備好深化與理念相近國家的合作,捍衛自由民主世界的秩序。 貿易投資合作仍將是我們共同抵禦及因應威權主義的關鍵支柱。繼2018年公布「歐亞連結策略」之後,歐盟去年提出了「全球門戶」(Global Gateway) 計畫。台灣希望積極參與重大的連結策略,以支持優質基礎設施和投資,連結全球貨物、人民及服務。 此外,歐盟的「印太合作戰略」(EU Strategy for Cooperation in the Indo-Pacific)共同報告中誓言強化與台灣的合作,我們已經準備好要在民主團結與革新,以及各種關鍵產業領域,成為歐洲不可或缺的夥伴。例如,在建立安全的全球供應鏈,以確保關鍵技術免遭威權剝削,臺灣的高科技領域可扮演重要角色。 但是,大家都知道,威權主義的威脅不局限於盜竊、施壓或脅迫。俄羅斯入侵烏克蘭再度讓我們看到,這些政權將不惜一切代價遂行其擴張主義的目標。 因此,我要肯定本次高峰會特別在第二天議程中,討論如何保衛烏克蘭及建立民主聯盟。 烏克蘭人民捍衛國土和民主的英勇精神啟發了所有人。台灣有幸能在協助烏克蘭人民奮勇抗敵的共同努力中扮演一定的角色。 我們看著世界的另一端,對抗威權擴張主義的前線,民主國家被施以暴行,我要強調,台灣和烏克蘭一樣,不會屈服於壓力。 儘管威脅與日俱增,我們決心捍衛我們的國家和民主的生活方式,我們相信,如同烏克蘭,我們的決心將獲得其他民主國家的支持。 換句話說,維持民主及區域和平安全仍將是台灣的優先要務,我們致力與區域和全球夥伴共同達成這個目標。 自從上次峰會後,我們面臨的挑戰似乎更為艱鉅,在努力對抗COVID-19變種病毒株侵襲之際,還須面對來自威權政體和戰爭的威脅。但在此艱困時刻,我們以韌性、力量與夥伴關係處理這些問題,對此我們應感到自豪。台灣在疫情初起時對歐洲捐贈物資並提供協助,歐洲也捐贈台灣亟需的疫苗。 最後,我要向和我們理念相近的歐洲各國表達誠摯的感謝,特別是立陶宛、斯洛伐克、捷克和波蘭,在關鍵時刻對台灣提供協助。 台灣的民主和許多歐洲民主國家相似,是所有反抗威權統治的人們犧牲奉獻所爭取來的。我們歷經漫漫長路,因此深知實現民主有多麼困難。未來我們必將面對極大的挑戰,但我相信,只要團結一致,堅信民主和自由的價值,終將達成目標。 最後預祝峰會圓滿成功,成果豐碩。謝謝大家。 「哥本哈根民主高峰會」主辦單位「民主聯盟基金會」是丹麥前總理、前北約秘書長拉斯穆森於2017年成立的非政府組織,基金會於2018年召開首屆「哥本哈根民主高峰會」。 2022年「哥本哈根民主高峰會」於6月9日至10日以實體方式舉行。本年高峰會邀集國際科技企業高階主管、政治領導人、社運人士及其他支持民主者與會,共同討論科技與民主、全球民主運動、對抗威權主義及俄烏戰爭等當前全球重要議題。出席者包括美國前總統歐巴馬(Barack Obama)、烏克蘭總統澤倫斯基(Volodymyr Zelenskyy)、歐洲議會議長梅特索拉(Roberta Metsola)、北約副秘書長傑瓦納(Mircea Geoană)、立陶宛總理希莫妮特(Ingrida Šimonytė)、微軟總裁Brad Smith等,以及來自美國、德國、英國、烏克蘭、印度、丹麥等各國政要、科技界領袖、智庫、公民團體及香港民運人士,來賓除實體出席外,同時亦有採取錄影或視訊方式與會。 我國包括立法委員林昶佐、范雲、謝衣鳳、邱臣遠、王婉諭及公民社會代表等亦出席本年「哥本哈根民主高峰會」。",https://www.ettoday.net/news/20220610/2270414.htm,東森,政治,陳家祥
1654831260.0,疫情重創產業界 黃珊珊:下周宣布北市紓困方案,"台北市副市長黃珊珊10日出席「2022台北國際連鎖加盟創業展-夏季展」,由於疫情重創台北經濟,因此除了紓困方案外,北市府也預計在下周宣布振興方案,協助企業度過難關。 黃珊珊表示,今年台北市也有一波疫情,目前已經進入高原期,但大家還是可以正常參加活動、正常生活。台北算是經濟中心,疫情也波及很多產業,北市府之前公布紓困方案,希望經濟部可以加碼,北市下周就要提出振興方案,協助企業度過難關。 黃珊珊表示,去年就有發現問題,因此在預算裡有編列,很多餐飲業、商圈,會在這波振興活動裡協助所有企業度過難關。 黃珊珊提到,台北市的年輕人創業比較辛苦、成本高,但台北市是一個非常具有創造力的地方,消費者也非常容易接受新的事物,因此加入連鎖加盟也很容易在台北立足。 黃珊珊說,今年的簡易貸還會增加玉山銀行,有300萬的額度,讓大家今年可以好好開創事業。疫情過後百廢待舉,台灣應該可以走出一條不同道路,透過連鎖加盟,可以減少起步的崎嶇路程,讓創業的年輕人可以有更好的發展。",https://www.ettoday.net/news/20220610/2270391.htm,東森,政治,陳家祥
1654830600.0,獲王世堅「感情上」支持 黃珊珊:要爭取更多人支持,"台北市副市長黃珊珊10日出席「2022台北國際連鎖加盟創業展-夏季展」,受訪時談到王世堅表態「感情上」支持,她表示,跟王世堅同事20年,本來就是很好的朋友;她強調,還是要爭取更多人支持,這些同事,包括老同事都要爭取他們支持。 針對王世堅稱感情上支持,黃珊珊說,她跟王世堅同事20年,本來就是很好的朋友,他應該是理智上支持我才對,剛好反過來;黃說,還是要爭取更多人支持,這些同事,包括老同事都要爭取他們支持。 而王世堅因為罵的人都官運亨通,而有了「扶龍王」的稱號,是否會希望他稍微罵妳一下?黃珊珊笑說,「有啊,我說你不能每天稱讚我,他說可是我罵不出來」。 王世堅昨與柯文哲在議會一來一往對話,黃珊珊在臉書笑稱自己像電燈泡。對此,她解釋,昨天那個場合感覺自己插不上話,後來幕僚剪來剪去,好像是他們倆個對話很有趣,所以就覺得好像很礙眼,也不知道該說些什麼,覺得自己很多餘,就讓他們去發展。 另外,傳出國民黨大安文山議員初選落敗的周家宏,將加入競選團隊?黃珊珊說,人才是寶貝,不管是什麼人才都會盡量爭取,很多工作需要很多人幫忙,求才若渴,包括各位,我們每個人看到好的人才都應該爭取。",https://www.ettoday.net/news/20220610/2270384.htm,東森,政治,陳家祥
1654829580.0,遭影射「150萬年薪卻還債350萬」 沈慧虹不忍了喊告,"新竹市長選舉將在年底登場,民進黨內包括副市長沈慧虹、行政院政務顧問鄭宏輝均被視為潛在人選,不過,今(10日)有網路匿名粉專發文,質疑沈一年薪水才新台幣150萬元左右,2019年還債及存款額度增加350萬元,諷刺「另類的新竹經濟奇蹟」;而沈則在晚間透過臉書澄清說,她一向奉公守法,該年度財產增加是因為母喪,強調對於汙衊與毀謗,將會採取法律行動捍衛自身名譽。 有網路匿名粉專今天發文影射,沈慧虹2018年財產申報債務851萬元、存款106萬元,2019年變成債務555萬元、存款163萬元,身為公職人員,夫妻兩人名下沒有投資、沒有經營事業、沒有買股票,卻可以在1年還完296萬元,存款增加57萬元,但副市長1年薪水也就150萬元左右,「這應該算是另類的新竹經濟奇蹟吧?」 對於公職人員財產申報問題,沈慧虹今天透過臉書說,從事公職30年以來,她一向奉公守法,依法該申報的財產與債務,她都沒有隱匿,但近期因為財產申報問題,引發了一些討論,這些子虛烏有的指控,對她造成了相當的困擾,「最近因為媒體對於我未來的動向有些假設,而網路上就開始出現惡質的抹黑、人身攻擊、惡意誹謗,沒想到網路霸凌居然離我這麼近」。 沈慧虹澄清說,從2017年開始,她就開始使用監察院財產網路申報系統的授權介接資料申報,當時保險公司上傳資料,將保險契約的準備金借款,不論主約或附約均上傳,在2019年資料,保險公司發現錯誤主動更正,所以有前後年度債務減少情形,並無申報不實問題,另外,其前夫陳先生以其家人的房屋向銀行貸款,借新還舊,所以也有債務減少情形。 沈慧虹表示,「我也非常難過的被迫要說明,我2019年財產的增加,是因為當年初母親過世,而有相關財產的處分,為人子女,連自己母親過世,都要被迫出來做澄清,我真的非常難過也遺憾,更感覺到對不起媽媽及家人」。 沈慧紅強調,監察院財產申報資料在網路上均可查看,但實際上的財產變化情形,未經查證,不應妄自評價揣測,也必須跟所有關心我或是要誹謗、汙衊她的人提醒,她一向奉公守法且嚴守紀律,任何的汙衊與毀謗,她會採取法律行動捍衛自身的名譽。",https://www.ettoday.net/news/20220610/2270369.htm,東森,政治,呂晏慈
1654827180.0,法國重量級參議員:確保世界和平 歐盟該加強4領域自主性,"法國參議院外交暨國防委員會副主席、友台小組副主席葛里歐(Joël Guerriau)今(10日)表示,法國從新冠肺炎和烏俄戰爭中看到,必須加強歐洲國家在能源、糧食、醫療、安全及國防4個領域的自主性,歐盟若能變得更強大,將可更有效率的捍衛和平,不過,法國和中國不處於對立的狀態,彼此發展各式各樣的關心,且法國的意圖是想確保世界和平。 葛里歐今天下午出席法國參議院訪問團記者會時,媒體關注,法國國民議會在6月19日改選後,政黨席次變化是否可能影響法國對中國、俄羅斯的政策?特別是法國左翼政黨「不屈法國」(LFI)領袖梅蘭雄曾多次表示,台灣是中國的一部分,這是否可能影響民主世界對抗威權國家的一致性? 葛里歐回應,既然是聯盟就代表有不同的意見,如同這次訪團成員來自不同的政黨、有不同的意見,但唯一的共同點就是「我們都支持台法之間的關係」、「支持台灣的民主制度」,也持續支持台法之間的關係,他個人的觀點是:不管誰當選的話,都不改變台法之間的關係。 媒體也問及,昨天有斯洛伐克參議員表示,歐盟是一個集體,尤其需要法國、德國這種角色來帶領,法國如何看待帶領歐盟對抗中國一事?對此,葛里歐坦言,法國總統馬克宏也曉得其中的困難性,這問題可以分為4點加強:一是新冠肺炎和俄烏戰爭讓其看到加強歐洲自主性,尤其是在能源方面,二是必須加強糧食自主性,三是醫療方面,包括新冠肺炎的疫苗,法國也希望重拾自身在醫療領域的領導地位進行更多的研發,四是安全和國防上面。 葛里歐說,對於這4點,法國正在努力當中,但法國獨自一人是無法做到的,歐洲國家必須團結與共,建立歐洲在能源、糧食、醫療、安全及國防上的自主性,歐盟如果變得更強大,將可以更有效率的捍衛和平,因為團結就是力量。 不過,葛里歐同時強調,其實各個盟友之間都是追求和平的,法國和中國之間也發展各式各樣的關係,所以不處於對立的狀態,法國的意圖是想要確保世界能夠更和平。",https://www.ettoday.net/news/20220610/2270342.htm,東森,政治,呂晏慈
1654824780.0,法國參議員曝光軍事交流:台灣派軍官到北約實習,"對於軍事合作議題,法國參議院外交暨國防委員會副主席、友台小組副主席葛里歐(Joël Guerriau)今(10日)在記者會答覆媒體時說,「台灣其實也有派軍官到北約或其他國家去實習,但是這些都是不能說出來的」。 葛里歐今天下午出席法國參議院訪問團記者會時,被媒體問及軍事合作議題,他直言,這個問題相當敏感,因為這是關於國家的機密,當然不會在媒體面前明說印太區域的策略,「法國和台灣之間當然會有軍事上的交流,無法在這裡明說,很明顯的,台灣其實也有派軍官到北約或其他國家去實習,但是這些都是不能說出來的」。 值得關注的是,外交部長吳釗燮今年5月13日接受德國《法蘭克福廣訊報》(FAZ)專訪時說,台灣與北約交換意見的機會愈來愈多,未來應當有合作的空間;特別是過去一年,越來越多歐洲國家表達對印太地區的高度關注,有助台灣獲得國際支持;台灣將持續加強與美歐理念相近國家的交流與合作。 另對於法國是否將強化在印太地區的能見度,葛里歐今天在記者會中表示,法國已經加強對印太地區的關注和警戒狀態,法方也注意到,中國在印太地區的行動有增加的趨勢,其他國家都紛紛作出了反應,法國也希望加強相關的合作,希望可以加強台法聯盟;法國在北約扮演重要的角色,也有重要的職責,比如說在海上就有戴高樂艦會穿過印太地區海域,法國與中國這樣的強國是不能相比的,但是確實可以帶來相當大的力量。 此外,媒體也關注此行是否遭受到中方壓力,葛里歐直言,這次沒有收到來自中國的施壓,但是在社群網站上也許會收到小小的攻擊,「對我們來說沒有差,我們是一個可以自由表達的國家」。",https://www.ettoday.net/news/20220610/2270311.htm,東森,政治,呂晏慈
1654824600.0,法國參議員合照比「倒讚」? 本尊親回原因喊:很抱歉,"法國參議院外交暨國防委員會副主席、友台小組副主席葛里歐(Joël Guerriau)率團訪台,今(10日)到立法院參訪,一行人在議場大門外合影時,訪團成員、法國財政委員會副主席艾伯雷(Vincent Eblé)卻兩度比「倒讚」。對此,艾伯雷下午在記者會回應,他比這個手勢沒有惡意,若有不好的觀感他表示很抱歉,並重申說「我是非常支持台灣的」。 法國議員訪團10日上午到立法院參訪,並會見游錫堃。一行人在議場大門外合影,起初眾人未一致比讚拍第一張照,孰料接著艾伯雷突比倒讚,接著看向左側的法國議員高夏帆(Sylvie Goy-Chavent);比一次還不夠,眼見右側的法國議員瓦特博磊(Dany Wattebled)比讚,原先也比讚的艾伯雷又突改為倒讚,不到一秒時間再改回來。 艾伯雷今天下午出席法國參議院訪團記者會時,被媒體問及此事,他語帶激動地說,他有在推特上有看到相關的事情,所以有預料到可能被問這問題,這是他第一次來到台灣,有些人跟他說台灣人喜歡比讚,他比這個手勢並沒有什麼惡意,如果給了大家什麼不好的觀感,他在這邊表示很抱歉,並重申自己很支持台灣,也對台法關係感到非常驕傲,「我是非常支持台灣的」。",https://www.ettoday.net/news/20220610/2270267.htm,東森,政治,呂晏慈
